1	615.9003320823597 103.36998750927523 -26.7464783639259 25.770491069430356 -18.634597047950557 -7.905812637366464 -13.92972475914635 -9.928467013814823 -13.153826807157472 -2.0265807247712635 -7.932282905166251 -4.1468012032654755 -10.290635388973936 -4.553907478204298 -12.132618066542939 -2.24577613994979 -8.818135560853612 -3.7418034194823657 -4.671127187735119 2.700486577760546 2.6966292379014347 3.6120299333773227 -0.43022181120750086 -1.221213356556085 
0	600.4087205257755 102.05155961981261 -15.036244579444995 38.05987406786752 -8.37789045538663 -7.325517696473147 -14.140192045394679 -9.00965033151868 -13.630983573052585 -7.90080966575949 -3.898054966294581 -3.4814419878236174 -10.066273121487388 0.5556685424603122 -11.532461333908218 -2.6662834839698877 -2.9697253835343025 -1.5411554458434138 -6.205866454386166 -0.5657869346603612 -3.4652230489097793 -2.9104483563780237 -3.8265087781681832 -2.003887286475533 
3	366.1719880731541 45.84927402644241 16.396836477377768 26.42140840901162 7.946968775534537 9.186997302307613 3.6230885242869184 8.231786230300294 1.0875625495174535 5.158126808201825 -1.7321377369190498 7.763559143956371 4.987602668016697 4.045868303344295 0.40349810904900596 4.731321397057631 0.8512732198064161 -0.27423799186249614 -0.6126138027190849 2.4804596409017226 -3.313880530078062 -1.4225037010964061 -1.3693534001109304 -0.3561359923663008 
0	582.2384230088004 96.86000955055587 -15.635865167318894 37.84197057031288 -4.778200534291777 -3.3456326799973444 -15.747232119451825 -14.588186706655506 -13.484126545192082 -7.104371731822162 -6.216054012159929 1.23848635133758 -4.8230708716189366 3.579841321887062 -8.994925750287521 -5.177987106769871 -1.9342407968610684 1.8516046918537 -6.852352699863854 -1.1184031225267037 -4.152527495426463 -3.4956504449693266 -3.6781559442784797 -2.213333737454539 
3	391.9972779148521 67.53165281523295 6.085252670718626 17.120418775062035 3.8567552323206638 7.2170860169602316 3.673189078010273 8.4275983747218 2.656171945560109 6.278362295582022 -0.07370353001685467 4.852677830599856 1.2246891234905661 6.09319089198902 -0.4920995919069862 2.263098638301085 4.308983041025402 5.02114962717693 -2.467142133276376 -0.2609367080930671 -1.6100091843947306 0.4620296837792528 2.367594528466588 0.2646743460051058 
0	572.8801005717621 73.93900752196033 -18.15574711820016 40.34489375286688 -8.456111512623394 -6.802473933852666 -12.642960776486495 -8.803518027460028 -8.77462353725219 -1.9238678485926317 -8.223719058199151 -1.9180664852892402 -5.662648455458312 2.2890873291371374 -9.993026031698085 -2.2847131049815337 -2.862401219485293 1.4096047603925952 -4.137773240064395 1.5691855188916648 -1.3095995452484475 -0.29953829201944965 -1.5290800461920437 -0.06283004366199457 
3	393.08044740780366 66.42507042011738 7.431575697454963 19.104434288038327 1.2805105350261161 7.88512453816934 0.04340668448633589 4.695673279899551 2.0229898286168466 5.55644416381744 0.9950624522306805 3.9165002736490737 1.1401174047223865 5.583215624653754 0.012394319025000655 2.812293957882299 0.11546321641726953 2.1030109606248675 -0.16416028236609284 0.4107002609059128 -1.5071167002969994 1.7461614186165204 -0.8059228589948444 2.1497786350347945 
2	531.799326466294 109.95519382388218 -21.15133866880466 24.829320676060203 -16.475288583833848 -6.185024171251582 -17.616537979061818 -3.141589597979173 -11.556551114859058 -6.277781345185145 -2.750364412525502 -3.0495935668159304 -3.3445195906869896 3.85221567245199 -6.959978328228013 -1.8592955892793315 -2.1405938808230505 -4.633461698296984 -2.9971875007894386 3.3468257862353346 -1.942547521844016 4.825483192538741 1.562711996070888 -1.0422208647521312 
3	569.2248350887505 98.61495499609856 -18.66080913273047 24.686745788561527 -24.57579332399979 -4.712963234750058 -12.106952626852319 -0.5263517812341263 -8.730741335798456 -1.5907942455540476 -6.0850487830310165 1.2423677590615334 -2.8193504635564612 0.25715288280739707 -3.3803643560557246 -2.4038191498513948 -5.951249965143229 0.5168714198793847 -0.7035929655375733 -0.00853453193426516 -2.592286963050938 1.7216501070360737 -0.9950709343134394 2.1980418676798585 
0	573.9836402069296 89.2219213597832 -14.502136822173478 18.608081642037543 -14.324525025812228 5.908181398695543 -18.251454202185524 -8.028337639868326 -9.599384236883305 -2.751516544166389 0.2972950588687171 5.0010605442121685 -2.3813148247117333 -0.928640330273945 -3.798045092927264 -1.5628624245379201 0.9022851155823001 1.5246914074310995 -4.088575101838318 -1.9795677079344256 -0.6200167081066364 -0.8328933081472215 -4.178499394093761 1.829273964449987 
2	614.0430765622568 73.02976374884105 -24.707656461291283 28.66812091635936 -3.8925757713034352 -2.3419470093862733 -23.935352784868112 1.5505581614384176 -2.5038621434558985 -6.057331740457004 1.0710703390145666 1.0510394124381197 -8.314538653149162 0.8197422475399219 -8.3806049231784 -2.104598640129395 -2.168574226183981 3.1270401490251025 -2.5607293638413453 1.5347968490001695 -2.868717211691108 0.38075837849229527 -0.6977587081858634 0.7064791653526713 
0	639.4704639258454 93.51378981385255 -23.58352443281213 30.459139227976117 -5.116183406560104 -4.019979944011095 -28.877303612239846 -11.411485503707736 -7.08054248213069 -9.802355304274943 -5.994588597415849 0.9908959502602006 -5.840060286794866 1.3508959921621 -7.498347309630198 -0.787501033708637 -3.725413766489253 1.2873277474271057 -3.740352862840894 -2.400719397829556 -3.6259627928226363 -0.6800232279381584 -3.2138550042504708 1.791157604991796 
3	390.3031529923654 72.38865869145755 17.929105201446685 10.665404903387808 -4.2863248569803565 -1.7492731107866153 0.5900647819102736 10.632461041479544 12.560303166852794 18.570549436327493 11.405744219423745 6.207297489222517 -1.068226179956797 1.5938117508774812 -0.044909486641464234 3.079779019621859 3.013347961014186 5.122229025876386 0.14067319094203254 -0.5251653842466963 -2.391370119415898 -0.9007761533124818 -1.6955887986871758 2.30790814205979 
0	613.6368393698997 88.84035263118294 -21.970304959040128 21.19827393419113 -8.169981484624625 -3.106608504978861 -23.261137595241888 -7.32185097070927 -10.81369697341896 -5.052504456126 -5.378608756495333 -0.6967485512410244 -8.092869639800114 3.643836175955394 -7.113733260315585 -1.4618082027902277 0.17352248199476397 -0.5999945543425415 -4.044753289129178 -0.4394141471932251 -5.4139935294522346 -0.9349087575217088 -4.5794954995645 0.9677387768666518 
2	543.1017392608493 88.43188748250093 -21.180742152030078 33.33243334348355 -4.382974525664187 2.6219545982404813 -14.912425522529551 -2.660068374185976 -5.8408391682233445 -2.641003291659293 -5.88093666100542 -0.9151858176527343 -3.3528114167971883 3.1305921301523454 -1.9432164255545419 -2.6614498780103406 1.896752970104514 1.151569972347137 -4.473140266592287 2.663660298689675 -1.7674195650127307 -2.28296299790291 -1.6406779912785405 1.5011083191420793 
3	443.24613495579734 64.84697765806139 10.506618555183945 15.818249716479007 -9.292537423716183 4.836595419931045 0.7956587597331772 9.460959306803685 8.172664552115474 9.422626617415547 4.539892873811281 6.40904381311487 0.8854698294721149 2.858958797772316 -0.7822051667176165 1.9970195582287116 -0.2995070526318582 2.2060340636285196 0.4546996909301581 2.1972603412863823 -0.3091367677268307 0.944298595168521 -0.8260873547264073 1.4298758280728447 
0	630.6742224495122 122.01602530462013 -0.5650249109212048 26.63054770643836 -10.7712324918828 -2.6573957924009775 -13.944478487947137 -7.357546397405688 -10.804527814914755 -12.255556318625224 -1.7492425138505248 -2.633150133939161 -6.704161722719043 5.365558097868024 -5.287651588976108 1.6374921444320993 -0.7281455098418209 4.5833698482302845 -1.186567546013094 -3.618823929017455 -3.3578080685040628 -1.3847457067050664 -5.10570382705264 0.3408712058834672 
3	508.8153668835783 65.58121405266333 -7.4069888070723495 25.482197174683623 -2.3134770684185693 -4.27595813450364 -5.027211013226161 9.270194737299503 8.680002817736307 9.19454984844458 7.475567816090228 6.906811923404031 1.786410413217739 4.451020277348665 1.8745675591571644 8.173343970536775 2.456020778547457 2.1641971953026933 -2.1937252757523966 -0.08665634620929766 -3.143859445302579 0.42875311834819724 -0.06880450505622396 0.17869425994840232 
0	602.4614288227192 111.3215097550298 3.1431100620745207 33.4421796444045 -3.7968659530153626 2.652247598469248 -15.936201917101695 -8.176997481855862 -8.7788212307732 -10.639503312945628 1.076442563954965 -5.661786894547653 -7.98421565971112 6.976240453873649 -6.473761586927661 0.36964687389189865 0.9842723080631789 3.507392431594469 -3.314569559663381 -2.37557153986373 -2.636376996036562 -2.574826421809201 -3.7512382679007366 0.7229316843869551 
3	450.59684747629746 71.95356299491776 10.633903017392715 18.607895361092233 1.1841880574934633 2.543074748546467 -2.973838127083285 2.356566436141909 0.6022612467307596 7.7803791394541415 4.842653141693522 8.219201163957308 3.519405301286818 3.901693845868868 -0.23962543118391896 2.555054209158646 1.2541692829440763 4.0413447656163894 2.0658869581864256 3.102823453102264 -0.23667741967507067 0.6185337728553485 -1.835875207747541 1.661891216158759 
1	695.6212878192338 86.47929718836896 -33.85997437313448 30.935382567586824 -25.511984653094842 -17.66863050829599 -37.11572767409293 -7.809011043889939 -20.059071909632518 -3.6946539643773213 -7.4650025785461604 -7.695647814284035 -9.762506663301524 -1.3978840435065472 -8.04798892466698 4.52988887637731 -1.4853447415168162 7.635020317419396 4.545029630461893 7.623701223184391 -7.950245031177694 -0.22636336592336984 3.2216154086403654 2.0448619188536408 
3	635.8496511213664 116.46939105617678 -40.457042379343136 28.219223425483044 -25.09503757539989 -6.643324775304724 -21.113092514159494 -6.242111550860491 -12.28295556722018 -3.6881086607306512 -9.837906103238351 -3.6444335729456583 -7.179135699608563 0.01956530546754548 -7.323249025651978 -2.152550917028896 -3.545688312599419 0.3026673082563064 -1.8964390542068095 1.5791603085265808 -0.29551256366786144 3.5023243548661185 0.6448642234350945 2.8821255801951526 
1	674.211850724704 87.4259798201962 -39.04409365892474 42.65787877146271 -21.98609256946422 -23.2685334072763 -31.61483047141856 -6.768026101705807 -10.17504919551174 -5.565457336458942 -8.04227098150991 -3.27809826183363 -11.289820557150335 4.39442053384173 -6.228728611701882 -6.771800387472256 -5.319363113318374 1.8065344505654424 -2.075735326596748 8.088712990189386 0.46063652944608735 3.4185820257619874 1.280972237986821 -1.8791653804524617 
3	635.302362497357 117.01748234751022 -41.56029676409604 24.42031841396989 -26.713863206766856 -7.777136781517004 -19.276197963450105 -5.596763598072411 -14.72006515411181 -5.57095478212319 -9.430075795602692 -3.3412018162777155 -8.530164482330404 -0.22358009880204424 -4.79294789338949 0.6560223209969346 -5.137000831972555 -5.6981263644492355 -2.379919413249673 3.2284376223039684 -1.9443684748450287 0.6581377531831741 -3.0862004076331107 0.9836493015754482 
1	686.5269519704719 102.54109295605963 -35.375533737496866 30.860975709778348 -23.63771220184069 -16.342374244012515 -20.995603619185488 -9.841149666540277 -18.31668017264258 -3.3216165508038578 -16.437265629444227 -8.654042055509281 -9.012852236261027 -3.904834306591101 -7.649810691498506 -2.322959595232208 -5.8277594171470515 -3.855872096742729 -3.8985001218714035 -8.193430217013825 -1.812105831960924 0.9193767829515139 -2.645124738990101 4.399225971446512 
2	672.7089646908116 82.29527312110503 -40.479708172760866 42.83447675172963 -28.47931206426695 2.9202545910062656 -21.46989656437138 -1.2226634650899304 -14.975472861879322 -16.80963891534243 -9.663855349111994 3.1824417558119964 -11.084718545247151 -5.073305342267056 -8.168728910646987 5.166816072449068 -14.344218367363322 -0.10345423843441726 -4.593685078802736 -5.58654869824939 -10.876111610528806 1.3553342471913075 -1.250342106609147 -1.4844701670941487 
3	629.0325448085953 53.452627802234616 -34.3378058021216 55.53725352005379 -30.815936530606113 6.42202492223457 -20.305764239435995 4.234838850052518 -4.049169346928362 -9.43350049457242 -15.727365984098327 3.0232258501982874 -14.02360197366996 -3.17914882930072 -6.8439699137441155 6.8882858305729116 -6.485178169317632 -0.8259422278158638 -2.9231530078256522 -1.648290418283531 -2.3280836542414027 4.500278795142052 -4.496903212190282 1.9248366722132468 
2	672.2529505169609 91.16733389494829 -19.43576893523972 20.343130136128934 -39.719600639443925 -11.392729188937716 -27.907775999375612 -5.019885343347861 2.4460041353756736 -9.132981855000025 -14.018172409363263 -6.884915368707767 -17.452288022982973 2.1665844956043947 -1.530048852732036 3.955713876892068 2.8974973194224494 -3.841789298800803 -0.6223700682904476 -2.1004581149504027 -4.221119414588573 -2.321513706958182 -1.9750984165536076 6.530999899926141 
1	649.0389092914692 91.25241116706397 -22.701238381812715 13.31327395219159 -31.1357595400631 0.24928810121741238 -11.129884667380871 -9.596137096902648 -14.411262822891652 -2.1657161978962383 -15.287150975540838 1.8139035233232197 -7.758283167894943 -5.01466901093867 -10.47967065663887 -3.270884268494468 -4.002251008730733 -1.7417570573612235 -5.644332652927352 1.5528364079355965 -2.506165181025268 5.795962354703096 0.4618574819778978 4.420648510163266 
2	686.2760477404045 74.19264891187463 -39.349498157912805 34.23806458908406 -29.554753186061518 12.142006329907558 -19.620360405737614 -11.138615060896395 -0.7121794921967115 4.559668916954704 -27.583385424992354 4.434641958592755 -9.135723026665286 5.034776404398958 -8.243447223709309 -0.2938108772537509 -1.826207598218606 -1.6159707668806078 -7.7031015763315285 -4.3087109539248125 -0.6783718691090486 3.4157749508364623 -4.635994102996113 -2.7766290644554026 
3	623.3121265446935 79.6071251173794 -30.945999301335938 30.19018378534085 -34.57094111052436 6.175619473311001 -13.414637521101207 -2.579648049389884 -13.376205011254482 3.867260728486618 -24.09852425213889 3.6142665931157145 -4.976785152043348 -4.099932133931117 -2.352047947416305 4.7903455396295325 0.37286545845904173 -4.666021591202381 -2.456724283700383 1.6338565608163773 2.183363329486735 7.940902980385251 -0.9450185138740118 3.5442301220771673 
2	697.7805837095915 89.45355744800332 -65.96465306129566 6.9075242760964475 -32.80979015518609 0.4830835176137933 -18.300365119437735 -8.993765568520933 -20.29148470813931 -1.9179881802550058 -10.431565305915884 4.616363483340086 -6.29378344568374 6.2629682630303565 -1.549506629819103 -8.186159942018485 1.9469337678624692 -3.174597261202422 -3.213845217878203 -2.3540228459661128 -9.975657283693742 -2.1604433636831346 2.5086349743772067 6.726480144635683 
3	556.316422365538 103.21932498505863 -27.902802513581367 24.217039692945207 -13.827033505061896 -3.6452052085311886 -17.72269893792693 -7.312154827261792 -4.000301938934313 0.6577805820001592 -14.15600371691847 -8.427590961789653 0.22230719604484023 6.414246735050701 -1.2317566140775684 -2.3643844567939674 -8.223736107624221 -3.400584240627528 -0.0512124282303206 3.6922337333441146 -1.7146052045510627 1.577802756537115 2.8951757967777687 3.8674444408426494 
2	669.7705910861162 77.05936908003586 -48.04696063986518 15.24723264121253 -28.5194186206257 -3.616122426871066 -19.834593091550367 -8.375248069345371 -6.921184997554852 3.6614641292304806 -9.131410586228393 -1.3066127910066792 -5.1991899499284076 4.18265797878417 -5.293422899126392 -5.904572657700492 -9.019918138694825 -2.857135042592513 -8.760007051879311 5.2248152683852815 2.6424212759889736 4.561636421443663 4.968570489980579 5.23166673061666 
3	635.3635251270522 89.26927978145568 -33.159287154252745 25.953122248172523 -27.416012981686265 -2.056091842707135 -21.390459731504496 -10.93835910481834 -9.439692412548407 -6.759510807103082 -8.151986390075349 1.7793403999300332 -6.729203184380625 0.13610473638376763 -9.787107589877746 -5.068635796256398 -1.0909468855295732 -0.16539531574024072 -0.20592796479176279 0.626715259758336 -0.4552363792121354 4.343279848951518 3.6503098506105167 8.310841871875047 
1	668.2403806169476 86.27140781483213 -49.64101028173108 39.41927586767894 -26.871150958466124 -16.03569295218286 -16.37162207101909 -9.502796376078347 -32.00372835657286 -10.42222544574728 0.2626334143918567 8.956781547105813 -12.237045142037722 -3.4420972837589767 -9.258995238982736 -6.859749057062476 -1.0841197073172701 -6.418326367121841 -5.50393312445499 2.3307643441447663 -4.927315140558025 7.172738043188832 0.5582154993563416 -0.2612274704767307 
3	664.8269292019459 89.21246955364732 -43.09076898966115 7.42053700584278 -24.512730925577394 8.95742191299314 -21.936804208569107 -20.61952350651897 -10.623795672211532 0.49741375223093154 -11.52451102346097 6.136198419383738 -3.0138061019434432 5.926578598080582 -9.611274779073618 -2.1567568219675715 -7.258244953298792 -5.343891276747689 -4.723020112504499 -4.815298368792005 -3.3290106210183317 4.720275968479561 -0.38903279202155727 6.849910396708009 
1	690.9110891495293 68.78445693804437 -66.40741167046431 29.495578162012436 -21.438945996160882 -24.808821313691997 -24.474329694587286 -0.22857999660111808 -7.453016393079724 0.6323248432678485 -5.277621288696795 8.614858660832736 -1.6000309858331945 -0.9669111344153488 -11.166955826672481 -7.051919348536427 -1.9226513431158407 -9.01118424555256 -3.464211078865871 6.494232783729822 -2.0765446373663634 2.766233027656755 -3.7300537978531336 5.025678922366484 
3	660.3245760066843 92.3467809995196 -56.60171243445828 11.50884247778148 -30.159451803993772 -3.4144601489361652 -23.140369316850137 -10.614641289224028 -13.180527728418546 -0.270397191269872 -5.471467973835481 1.7987043520933752 -0.20919783658823976 6.355858738955077 -6.225460287697287 0.023013049481923505 -3.3799870773992144 -0.06673619537564161 -1.1079234569527876 0.48135687618038464 -0.8971383964156349 1.0308618865381816 0.07030438715780023 4.796419730080835 
2	671.772784359258 84.09219823739119 -45.676767962319225 17.41721205607783 -37.71660282221116 -1.7429833124461036 -19.915517474206546 -2.1084659219965203 -12.829961232211557 3.0138863157982643 -0.7287045021044075 3.8638642977904847 -8.027125159695672 2.354110267027269 -9.310882700765625 -5.537004325980658 -6.428242542661935 -0.8353798196135515 -9.293774653893838 -6.382286577359614 -3.167374359957894 5.653908446175256 4.42409218892817 5.903372092227297 
3	530.1365129079113 123.04103981051935 -3.665816010991926 18.348056452135143 -17.920863765355442 -6.716921724686908 -10.739194819384904 -2.5374594433823003 -8.950188805674323 -6.159859945404202 -5.786252363994773 -2.5180191473976503 -7.798110856869493 -2.7299985670334794 -4.647541005394426 -3.4117914713655675 -3.218436847762211 0.7889215916746672 -0.8572890503398575 -0.8640533994866242 -0.7785986793049194 5.5566623126220875 6.734125435329358 9.317736944796732 
2	658.8009482089187 76.45680876428374 -42.24056052903706 39.29637959098719 -35.43362644736403 -19.889222734564758 -10.537754642858431 -9.406014862298468 -18.330270933698294 0.05641774772768556 -13.405259832896997 -1.7669375862200174 -13.695905383014534 -1.6644338069013909 -5.92004704976089 -2.569963454293445 0.017420613971325227 7.349769068678274 3.1052338272618325 10.13078169593432 3.617692341421315 3.498791177672637 2.845228405964244 4.226115474767857 
3	595.1613516964288 76.18131856591513 -46.658628996780294 21.318245195590375 -23.771116484005866 5.315965288549182 -16.959227005591742 2.7582007412420726 -2.797275479577519 0.10308762714063477 -2.7748268023990255 5.7247347437541904 -1.1445397810286109 3.9807526711663836 -3.0372573098223388 0.8241813464679815 -1.0330710318746517 -0.9189439554694293 -2.9466074043327675 2.122973511424949 -2.131854194029253 3.161047720115306 2.135365747528624 6.096036627702203 
2	666.02197201196 64.12442384101227 -57.58523127334826 17.629142147848157 -38.01306760885017 -1.9387023478984327 -17.59942629964487 -2.557339527208574 0.7152692872266028 -6.310676633018406 -3.7463681128216 1.599050721800455 0.17525016927230516 0.1843386044687983 3.956985512315315 8.580169267041756 -0.679802735351542 12.189827345507902 2.305749354420817 -0.9190346598458257 -3.2392110789291566 -4.796711997630792 -0.9596114901807304 -0.3686875128334185 
3	557.1744751332195 96.49538982889199 -16.73618548300416 20.17849560546887 -15.057900488395662 -1.8972020273603378 -9.0059523300266 1.924155903586563 -1.992611842931218 0.8378925961975604 -3.2693918168969844 0.4078586126048259 -1.2574962987310665 2.944699236164298 -3.1148976317444217 0.6468802249542206 -0.9319271783949027 0.7635491201101584 -1.2509401804487355 3.136226147779748 1.414556915290316 1.492824575026015 -0.04344031169336904 0.8294145641378786 
0	594.872970282356 110.04627105751165 -4.096208283316249 37.146666354516846 -10.833772474661025 -8.200389070123112 -21.665059045154216 -12.969772776087186 -7.208589589391809 -14.384064180735317 -7.458705473092984 3.0762847862532277 -12.232430291009903 5.969145004685149 0.01605415648057962 -1.890272885743322 0.2757684312122563 0.3833130921467954 -3.3403964781510247 0.10952631807817094 -2.5695670122685526 1.118471626705746 -1.9053052442962999 0.23001584436076503 
3	450.7777562847537 66.04558783661035 6.719499284168207 23.3964120281046 6.668562912194447 10.383510411990184 0.002511293051940368 7.133290263193686 1.987015611679026 4.341709897548515 1.914692536871006 4.634876437556523 -0.6294946118697541 4.372951530218282 0.2802397199606264 3.958101111136716 2.2303106660103222 2.5069706750567193 -0.4914973935072238 3.0404254112164493 -0.7297751277089357 0.42891077855215265 -1.3563657597547747 0.5499175247636239 
0	552.6281117396771 89.99285960431015 -4.645676975011647 36.1389207525867 -0.7382551769847329 -0.22952533141575548 -14.850549345489034 -5.326958266719217 -4.546812457646642 -6.914677737767638 -5.617677717720711 2.293478294409644 -9.621810450227427 6.188140969081774 -1.6336628175002244 -2.834134045151109 1.0914582476279515 1.280188159510728 -3.033878702773149 1.0465206623926364 -4.267829845766491 0.5673783761632675 -1.2161874134982003 0.927682265821046 
3	449.3906258270926 61.786543417618105 3.856771863817993 28.733401884284266 6.601227925232109 8.049128758092879 -4.860727554963604 4.579053184320123 3.467634887658981 4.886883236987612 4.672057005751729 4.267661791634858 1.096800471125114 7.626605378621368 0.6458030000769177 8.35799464869831 4.250323954287621 0.6072655783289851 -2.0401330931808217 3.6267259279974744 -4.359577004487348 -3.0403794934948083 -1.1806578268430923 0.7069379220159946 
0	559.4161569212987 79.05002297600825 16.533094164159778 24.425208514025183 -0.5218313679252707 14.787008748323183 -22.57905112380001 -12.075011587042036 -9.003979154796722 -7.292470188259392 -0.5062850875331708 3.6800380706871674 -7.904046509230202 11.34764708743363 2.8637375851588383 -2.6206835198914282 -3.1606733779776914 2.2167821974304998 -3.9856801070790775 -1.549051431464849 -7.0668830525726944 -3.412173718681022 -5.52518184052019 1.4922591656226747 
3	419.47998960259565 60.58652866976672 15.703758056039801 25.814277143575996 8.542915621940049 13.50855389151708 2.061359581758911 5.934653082647025 2.5210698417199686 5.696397388803658 1.3792268717441722 5.268846496930599 1.8832282856844067 5.2524695328676785 2.097812183642184 4.995639127355148 1.0496832350971923 2.809106496318719 -0.31992211939253956 0.2023315663555306 -2.527777642999729 -0.7049045372654024 -3.115791649443463 -0.6312934189124936 
0	528.7295640865524 112.30010310638403 0.060334438350371604 45.38583090488246 11.96717981320911 -1.9661339065034822 -10.380447970029552 -12.93481272676216 -1.8315989755743496 -13.221347583821602 -15.232349282602526 4.410335041389777 -16.734422636058028 -7.290989612256226 -2.5696332169598564 -6.943115401351167 5.86098612545035 4.481909381856609 -5.706614386976826 -0.4354802065847657 -7.668595342864811 -2.5644125903460746 -4.141312756336937 0.16531227260348785 
2	537.2614169279381 109.09790659364953 -0.594270183946633 33.58318247643765 13.933337040126698 9.471783101811136 -6.055815694363884 -9.618091821970499 -12.799792767114468 -17.653963026648363 -16.681244404556466 8.366215993273995 -10.092349025635944 -6.518158187584957 -3.9959766617165213 -3.819982399532429 3.1692039893393265 7.305715413430611 -3.0332167492337962 -2.406540227503814 -6.0060617826519636 1.008202077033145 -5.397412191093089 -4.29159009321255 
